text,emotion 
 EWErickson  ScottCartledge How would a wingnut like Loeffler get 50 vs the charismatic Warnock when Purdue couldn t get to 50 ,Sadness
RT  Lesdoggg  Wow these people are dedicated I would literally be like I ll be back Saturday man    kornackithirst https   t co bh6siMNRQ4,Fear
dell and his pro life ass,Joy
It s holiday shopping season  Use your  AAADiscounts to save an extra 10  on Dell PCs and accessories  Plus  shop B  https   t co WTbj1GDD3q,Joy
RT  mulatto  I just want y all to know I m crying ok,Sadness
 DellCares  DellCaresPRO  Dell I have a dell inspiron 15 5000 i3  Great machine  One tip  Turn on computer  Take a  https   t co vKlW56St2h,Fear
RT  NigeriaNewsdesk  Huntella offers new DELL G3 15 3590 shipped without box Limited Edition white 1TB hard drive   256GB  SSD 16GB RAM 4GB ,Fear
  yaw b I currently have 2 27  Samsung monitors and they are terrible  I ve used a dell in the past and it worked g  https   t co ZimOLbIHFD,Anger
RT  kathygriffin  I have an alert on my phone so I don t miss one of Leslie s posts    I love her    Kornacki,Surprise
         Colin Firth star dell action comedy New York Will Eat You Alive https   t co BhLqYB8HS4  movieplayer it  https   t co 8kVYaxd4EH,Anger
RT  Lesdoggg  Ok what is this fuckery WHERE IS STEVE   Lol I don t trust this dude   https   t co EQm1kl1Hbh,Fear
RT  hammond drysuit  Congratulations to  hammondcrew Ambassador  JackPerksPhoto and your wonderful wife on your wedding news      ,Joy
RT  DavidLammy  After years of closing my young children s ears because Trump was saying something inappropriate my 12 year old comes home ,Joy
 tiff tv  SouthamptonFC You are at home  No buzzing crowd since the Dell mate ,Surprise
RT  robrien001   EAwrite  juliecmoroney This is perfect  much like the observation that people brandishing guns will not be protected again ,Fear
RT  GadiNBC  Watch how fast a conspiracy is born during a protest at the Maricopa county election center  Some people are convinced news va ,Fear
RT  EAwrite   juliecmoroney My god girl  Respect and thanks for sharing   Lost on cult of Trumpism     As is reason and critical thinking  ,Joy
RT  DellTheDirty  We acted a ASS on this one  New Dirty Dell and  QuincyBeats dropping Friday   https   t co GCtKxG7VdA,Surprise
RT  OVOOCT26  This shit hard Dell    ,Fear
RT  juliecmoroney  Place where youre so deep into conspiracy theories that you claim ballots are coming out of thin air when you are there  ,Joy
 amazonIN Dell Vostro One Plus smartphone Samsung Galaxy M series    AmazonGiftingHappinessDays  https   t co miZIKeyTGQ,Joy
This shit hard Dell     https   t co 56vEcGzoMB,Anger
4 hot Sauce and 7 bbq sauce left,Joy
 edemkumodzi I m looking at this curved 32  monitor on Costco from Samsung  Don t know if I should get it or go for Dell ,Fear
 haerwu That was VMware  It s up to them to decide to ship it  It s really Dell deciding if the best ARM hardware w  https   t co 00K4757IOa,Joy
 sereiasete7 Dell rey,Surprise
RT  BillKristol  This morning  up above  https   t co xcchno39KO,Joy
RT  ArtistGuidoReni  The Queen of Heaven and angels pla  Frescoes in the Palazzo Quirinale  Cappella dell Annunciata  vault fresco scene   ,Joy
RT  NATERERUN  Please look at this   NICKIMINAJ   https   t co vgJnb4w5Bf,Surprise
 Ad   savings  Dell Chromebook   11 6    Celeron N2840   4 GB RAM   16 GB SSD   English  Refurb  https   t co blpQPOY99J,Joy
RT  Jillbiden46  How  JoeBiden Will Be Walking Heading To The  WhiteHouse   https   t co QE8eG2ppK8,Joy
 NikkibStill Cus what s really going  on  ,Fear
 YourStarling Facebook Marketplace  I ve gotten half of my replacement parts on there for absolute pennies within 5  https   t co N1wdSfl7c5,Fear
There really should be a  Dell XPS with  AMDRyzen now  Come on  https   t co EnQjHQLwPO,Anger
 steveendow  eHougaard I was in the very same position with my new Dell laptop for two months  And found the same cause just yesterday   ,Joy
 jorge guajardo Lol   that was a good one  Your funny ,Surprise
 Dellboy29670181  jaredleandoer  ConfusedMummyUK  OohLookWine  TeeJayney  barryoleary77  stimmopaul1  rodjgrimmer  https   t co 3nCmKlBSXB,Fear
Amalka will scientifically investigate the connections between New Work and the satisfaction of employees and integ  https   t co IMgtwwguYr,Joy
 DariusAryaDigs  SaveRome  Smarthistory And there s a good restaurant opposite on the corner  osteria dell ingegno ,Fear
RT  Crazy brayo  Dell Latitude E5420    WiFi     Camera     OS  Windows 10    Memory  4GB RAM     Storage  320GB HDD     Display  114 0  Sc ,Anger
 AnthonyMKreis ludowici  lou duh wissy  Cairo  Kay row  Adel  A dell  Houston  how ston  Albany  all bennie ,Joy
 fkadev dell xps abi ,Surprise
RT  svershbow  There will soon be dogs in the White House again  https   t co Mm5LvqER8d,Surprise
RT  merry123459  I look forward to seeing this again ,Joy
Looking forward to seeing them https   t co rAluCmyO8i,Surprise
 Dell Michaels  ChrisLingebach  chaddukes  1067theFan How  He sucked  Terrible takes and he is a confirmed racist    https   t co uIlp7jGgCT,Fear
 GaryLineker great stat for motd has to be Saints v Newcastle tonight  if Saints win  amp  go top of the league it will  https   t co YZOBQ3PU39,Joy
RT  IAM  Network  Global Big Data Technology and Services Market 2020 2025  Impact of Covid 19    Oracle Corporation  HP  SAP SE    READ MO ,Fear
Global Big Data Technology and Services Market 2020 2025  Impact of Covid 19    Oracle Corporation  HP  SAP SE    R  https   t co lvSgijXvGx,Fear
 AsaMonae She is gorgeous,Surprise
RT  DellTechMEA  Experience a new way of sharing ideas  amp  strategies  uncovering new growth opportunities   amp  accelerating your digital trans ,Joy
Need to work from home  Computer slowing you down  Give us a call   We have a great relationship with Dell and regu  https   t co tyfPlA5rIi,Fear
 Repeatgg  innocents      you should do it bro     tbh sadly i need the money for a good pc   tired of dell 3542 laptop,Anger
This  399 Dell Inspiron is perhaps among the best Black Friday laptop computer offers on the market proper now https   t co edHFPwbtNd,Fear
 V4nessaJ DELL,Joy
scarpe dell autunno horror,Fear
Rapid City   Cowboys and Zombies by Dell Sweet Robert Evans is a gunfighter  He hunted Zombies in the old days and  https   t co wnzIQEgku6,Anger
 ChrisLingebach Would be much cooler if  chaddukes was still around    1067theFan,Surprise
RT  Coaching  Coach   You don t need to be a genius or a visionary  or even a college graduate for that matter  to be successful  You just ,Joy
 Mr Miller Sci  Dell It really is     what shoddy hardware       Dell won t send a replacement even with a warranty  https   t co UIZFgBRLmV,Anger
 Dellboy29670181  jaredleandoer  ConfusedMummyUK  TeeJayney  barryoleary77  stimmopaul1  rodjgrimmer  wrenasaurus  https   t co 0HTaC4haVk,Fear
 You don t need to be a genius or a visionary  or even a college graduate for that matter  to be successful  You ju  https   t co PtckWRGej5,Joy
The other night  Teddy asked me to help her practice art  so we did a few sketches together  Here s a few that I re  https   t co Kf3ywxKTB5,Fear
 FlashbackFriday to our  TSwebinar with Matthew Papendorf from  Dell  He discussed the current landscape of securit  https   t co uacPGRK0LS,Fear
Come and see Dell Osama s LIVE in  BIGOLIVE      https   t co 0T39u1NM0j https   t co bQMY7SrFJC https   t co vRxPIhwKR8,Anger
 DavidKnuffke  Dell Yeah it s just unfortunate that it means you need to be using a Mac  she says as she types on h  https   t co xkd1cInNq8,Fear
 NateSilver538 Don Jr  Is to Donald as Steph is to Dell ,Surprise
RT  uthealthaustin  UTHA and Dell Med are one of 20 sites in US and Europe selected to participate in the ADvance II Study that intends to ,Joy
 fivemegos  cries  oh no I didn t make you a gift    I m sorry    Have this picture of a cake instead  https   t co Jw6mxS4ZTR,Surprise
RT  EarthsSurvivor1  Check out the Earth s Survivors Books at Amazon  Kindle and Paperback  The survivors of the near destruction of Earth  ,Fear
RT  NigeriaNewsdesk  Huntella offers certified used DELL  XPS13   warranty 256gb SSD 8gb RAM core i7   13 inches screen   keyboard backligh ,Fear
 grahamhiley was probably reporting form The Dell last time we were in this position https   t co 6uiV54SWgc,Fear
RT  TheDailyShow  Another messy divorce https   t co veibijyRHB,Surprise
RT  Coffee  Cait  I don t play the evil Commedia dell arte game but I m absolutely unhinged for Childe x Zhongli  Just vibing in the fantas ,Joy
 thisisrafav  neigrona Dell,Joy
RT  VMwareEMPOWER  Ready to make your business future ready  Join us and our amazing sponsors   intel  Arrow dot com  Tech Data  ExertisUK ,Joy
RT  Foster M Wertz  You can t talk about it  You have to be about it  https   t co nphk2gRzF5,Joy
 neigrona Dell,Joy
RT  ShadowTodd  Sure  some Trump voters were in it for the politics  and may or may not have liked the man personally  But for a whole lot ,Fear
RT  eStream Studios  The Ten Best Dell Black Friday Deals   700 Off Alienware s Best Gaming Monitor   Save  700 Off Alienware s Best Gaming ,Surprise
 Shepher48853006  ZackBornstein yea Trump and the GOP is only backed by Paypal co founder Peter Thiel  Oracle s Lar  https   t co WhaGZU40gr,Fear
 PBS God Bless forever and ever to Miss  Buffy Sainte Marie for be a dign and fine member of Native American Pride   https   t co 0wJfUEGhD7,Joy
 patrickpiccinin taylor swift al posto dell alluce ,Fear
 LewisHamilton Didn t you mean to say cats    cat  cats  Number10cat https   t co 8pFKh5JGqf,Fear
RT  Rackspace  Join the experts from ESG  Dell Technologies and Rackspace Technology for an exclusive webinar and discussion on how to acce ,Joy
HUGE PRICE DROP  Dell SE2719HR 27 Inch IPS LED Edgelight 2019 Gaming Mon for  159 97  save 20    https   t co 0oregFqPma,Joy
RT  Dedupsky  Join us on Nov 10th to hear how we can accelerate your digital transformation with Dell Technologies Cloud PowerProtect for M ,Joy
Best Upcoming Gaming Laptops of 2021  Specialists that you always need a specific gaming laptop for playing games o  https   t co IeM3owReDS,Fear
Georgia official is pissed  First the press put their Mics where he puts his Dell laptop still operating Windows 98  https   t co Lxim5nbm4t,Fear
RT  SAhmed 3  With non elite sport going into lockdown and staying in line with government guidelines  outdoor one to one sessions will go ,Joy
Dell latitude E5540 Intel corei5 4th Gen 500gb HDD 4gb ram 2 4ghz processor speed direct Belgium    Contact us at s  https   t co pdrrEpogXL,Fear
RT  NigeriaNewsdesk  Huntella offers certified used DELL Latitude 14   warranty 256gb SSD 16gb RAM core i5   14 inches screen   keyboard ba ,Fear
 We missed Rodeo Austin this year   amp  now they are partnering with the Round Rock Express for an event showcasing th  https   t co O3brG951fS,Joy
 enisteyjia How to Dell drugs,Surprise
Now playing Dell Vikings   Come And Go With Me mp3 by  ,Joy
 Premium Dell It said it was so I just went ahead and placed my order without it   ,Joy
RT  itsfoss2  Dell privacy driver for  Linux sounds like a pretty good idea    https   t co PsIFQ8Oohl,Surprise
I m still in traffic  This Uber fate is going to make me go bankrupt,Anger
 RandellFroilan imma sing u soft kitty warm kitty little ball of fur dell huhuhuhu https   t co iIL4TsiDff,Surprise
 BuhnieRabbit through dell,Fear
Just watching TOTP 1990  amp  wondering where Jamie J Morgan s version of  Walk On The Wild Side  ranks for  https   t co 5pdpzqpR3l,Surprise
 SoMeloDramatic it shouldnt be let me go check,Sadness
Funny how I just realised that I actually don t own any loose clothing  It s either his or my best friends top       https   t co tHIXxgZCfZ,Joy
Global Internet of Things  IoT  Data Management Market Top Players By 2026  INTERNATIONAL BUSINESS MACHINES CORPORA  https   t co ydnUglW2vl,Joy
 Premium Dell Done and done   ,Surprise
RT  NigeriaNewsdesk  Huntella offers certified used DELL  XPS13   warranty 256gb SSD 8gb RAM core i7   13 inches screen   keyboard backligh ,Fear
Heading toward two hours on hold with Dell because they screwed up charging for this computer   And  of course  onl  https   t co VQveKhL4SG,Joy
 Premium Dell How the Zip Sauce sold out already  ,Sadness
 DrKavner  Dell That is crazy  And it has to be driving you nuts   I m sorry ,Fear
 dam lj I think it will be dell curry,Sadness
